Order	Coral_Species	Phylotype
4650	Isophyllia sinuosa	B1
4651	Isophyllia sinuosa	B1
4652	Isophyllia sinuosa	B1
4653	Isophyllia sinuosa	B1
4654	Isophyllia sinuosa	C3
4655	Isophyllia sinuosa	C3c
4656	Isopora cuneata	C100
4657	Isopora cuneata	C100
4658	Isopora cuneata	C102
4659	Isopora cuneata	C102
4660	Isopora cuneata	C102
4661	Isopora cuneata	C1c
4662	Isopora cuneata	C1c
4663	Isopora cuneata	C3
4664	Isopora cuneata	C3
4665	Isopora cuneata	C3
4666	Isopora cuneata	C3
4667	Isopora cuneata	C3
4668	Isopora cuneata	C3
4669	Isopora cuneata	C3
4670	Isopora cuneata	C3
4671	Isopora cuneata	C3
4672	Isopora cuneata	C3
4673	Isopora cuneata	C3
4674	Isopora cuneata	C3
4675	Isopora cuneata	C3
4676	Isopora cuneata	C3
4677	Isopora cuneata	C3
4678	Isopora cuneata	C3
4679	Isopora cuneata	C3
4680	Isopora cuneata	C3
4681	Isopora cuneata	C3
4682	Isopora cuneata	C3
4683	Isopora cuneata	C3i
4684	Isopora cuneata	C3i
4685	Isopora cuneata	C3i
4686	Isopora cuneata	C3w
4687	Isopora cuneata	C3z
4688	Isopora cuneata	D1-4
4689	Isopora palifera	A1
4690	Isopora palifera	A1
4691	Isopora palifera	A1
4692	Isopora palifera	A1
4693	Isopora palifera	A1
4694	Isopora palifera	A1
4695	Isopora palifera	A1
4696	Isopora palifera	A1
4697	Isopora palifera	A1
4698	Isopora palifera	C1
4699	Isopora palifera	C1
4700	Isopora palifera	C1
4701	Isopora palifera	C1
4702	Isopora palifera	C1
4703	Isopora palifera	C1
4704	Isopora palifera	C1
4705	Isopora palifera	C1
4706	Isopora palifera	C1
4707	Isopora palifera	C1
4708	Isopora palifera	C1
4709	Isopora palifera	C1
4710	Isopora palifera	C1
4711	Isopora palifera	C1
4712	Isopora palifera	C1
4713	Isopora palifera	C1
4714	Isopora palifera	C1
4715	Isopora palifera	C1
4716	Isopora palifera	C1
4717	Isopora palifera	C1
4718	Isopora palifera	C1
4719	Isopora palifera	C101
4720	Isopora palifera	C3
4721	Isopora palifera	C3
4722	Isopora palifera	C3
4723	Isopora palifera	C3
4724	Isopora palifera	C3
4725	Isopora palifera	C3
4726	Isopora palifera	C3
4727	Isopora palifera	C3
4728	Isopora palifera	C3
4729	Isopora palifera	C3
4730	Isopora palifera	C3
4731	Isopora palifera	C3
4732	Isopora palifera	C3
4733	Isopora palifera	C3
4734	Isopora palifera	C3
4735	Isopora palifera	C3
4736	Isopora palifera	C3
4737	Isopora palifera	C3
4738	Isopora palifera	C3
4739	Isopora palifera	C3
4740	Isopora palifera	C3
4741	Isopora palifera	C3
4742	Isopora palifera	C3
4743	Isopora palifera	C3
4744	Isopora palifera	C3
4745	Isopora palifera	C3
4746	Isopora palifera	C3
4747	Isopora palifera	C3
4748	Isopora palifera	C3
4749	Isopora palifera	C3
4750	Isopora palifera	C3
4751	Isopora palifera	C3
4752	Isopora palifera	C3
4753	Isopora palifera	C3
4754	Isopora palifera	C3
4755	Isopora palifera	C3
4756	Isopora palifera	C3
4757	Isopora palifera	C3
4758	Isopora palifera	C3
4759	Isopora palifera	C3
4760	Isopora palifera	C3
4761	Isopora palifera	C3
4762	Isopora palifera	C3
4763	Isopora palifera	C3
4764	Isopora palifera	C3
4765	Isopora palifera	C3
4766	Isopora palifera	C3
4767	Isopora palifera	C3
4768	Isopora palifera	C3
4769	Isopora palifera	C3
4770	Isopora palifera	C3
4771	Isopora palifera	C3
4772	Isopora palifera	C3
4773	Isopora palifera	C3
4774	Isopora palifera	C3
4775	Isopora palifera	C3
4776	Isopora palifera	C3
4777	Isopora palifera	C3
4778	Isopora palifera	C3
4779	Isopora palifera	C3
4780	Isopora palifera	C3
4781	Isopora palifera	C3
4782	Isopora palifera	C3
4783	Isopora palifera	C3
4784	Isopora palifera	C3
4785	Isopora palifera	C3
4786	Isopora palifera	C3
4787	Isopora palifera	C3
4788	Isopora palifera	C3
4789	Isopora palifera	C3
4790	Isopora palifera	C3
4791	Isopora palifera	C3
4792	Isopora palifera	C3
4793	Isopora palifera	C3
4794	Isopora palifera	C3
4795	Isopora palifera	C3
4796	Isopora palifera	C3
4797	Isopora palifera	C3
4798	Isopora palifera	C3
4799	Isopora palifera	C3
4800	Isopora palifera	C3
4801	Isopora palifera	C3
4802	Isopora palifera	C3
4803	Isopora palifera	C3
4804	Isopora palifera	C3
4805	Isopora palifera	C3
4806	Isopora palifera	C3
4807	Isopora palifera	C3
4808	Isopora palifera	C3
4809	Isopora palifera	C3
4810	Isopora palifera	C3
4811	Isopora palifera	C3
4812	Isopora palifera	C3
4813	Isopora palifera	C3
4814	Isopora palifera	C3
4815	Isopora palifera	C3
4816	Isopora palifera	C3
4817	Isopora palifera	C3
4818	Isopora palifera	C3
4819	Isopora palifera	C3
4820	Isopora palifera	C3
4821	Isopora palifera	C3i
4822	Isopora palifera	C3i
4823	Isopora palifera	C3i
4824	Isopora palifera	C3i
4825	Isopora palifera	C3i
4826	Isopora palifera	C3k
4827	Isopora palifera	C3z
4828	Isopora palifera	C3z
4829	Isopora palifera	C3z
4830	Isopora palifera	C3z
4831	Isopora palifera	C3z
4832	Isopora palifera	C3z
4833	Isopora palifera	C3z
4834	Isopora palifera	C3z
4835	Isopora palifera	C3z
4836	Isopora palifera	C3z
4837	Isopora palifera	C3z
4838	Isopora palifera	C3z
4839	Isopora palifera	C3z
4840	Isopora palifera	C3z
4841	Isopora palifera	C3z
4842	Isopora palifera	C3z
4843	Isopora palifera	C3z
4844	Isopora palifera	C3z
4845	Isopora palifera	C3z
4846	Isopora palifera	C40
4847	Isopora palifera	D1
4848	Isopora palifera	D1
4849	Isopora palifera	D1-4
4850	Isopora palifera	D1-4
4851	Isopora palifera	D1-4
4852	Isopora palifera	D1-4
4853	Isopora palifera	D1-4
4854	Isopora palifera	D1-4
4855	Isopora palifera	D1-4
4856	Isopora palifera	D1-4
4857	Isopora palifera	D1-4
4858	Isopora palifera	D1-4
4859	Isopora palifera	D1-4
4860	Isopora palifera	D1-4
4861	Isopora palifera	D1-4
4862	Isopora palifera	D1-4
4863	Isopora palifera	D1-4
4864	Isopora palifera	D1-4
4865	Isopora palifera	D1-4
4866	Isopora palifera	D1-4
4867	Isopora palifera	D1-4
4868	Isopora palifera	D1-4
4869	Isopora palifera	D1-4
4870	Isopora palifera	D1-4
4871	Isopora palifera	D1-4
4872	Isopora palifera	D1-4
4873	Isopora palifera	D1-4
4874	Isopora palifera	D1-4
4875	Isopora palifera	D1-4
4876	Isopora palifera	D1-4
4877	Isopora palifera	D1-4
4878	Isopora palifera	D1-4
4879	Isopora palifera	D1-4
4880	Isopora palifera	D1-4
4881	Isopora palifera	D1-4
4882	Isopora palifera	D1-4
4883	Isopora palifera	D1-4
4884	Isopora palifera	D1-4
4885	Isopora palifera	D1-4
4886	Isopora palifera	D1-4
4887	Isopora palifera	D1-4
4888	Isopora palifera	D1-4
4889	Isopora palifera	D1-4
4890	Isopora palifera	D1-4
4891	Isopora palifera	D1-4
4892	Isopora palifera	D1-4
4893	Isopora palifera	D1-4
4894	Isopora palifera	D1-4
4895	Isopora palifera	D1-4
4896	Isopora palifera	D1-4
4897	Isopora palifera	D1-4
4898	Isopora palifera	D1-4
4899	Isopora palifera	D1-4
4900	Isopora palifera	D1-4
4901	Isopora palifera	D1-4
4902	Isopora palifera	D1-4
4903	Isopora palifera	D1-4
4904	Isopora palifera	D1-4
4905	Isopora palifera	D1-4
4906	Isopora palifera	D1-4
4907	Isopora palifera	D1-4
4908	Isopora palifera	D1-4
4909	Isopora palifera	D1-4
4910	Isopora palifera	D1-4
4911	Isopora palifera	D1-4
4912	Isopora palifera	D1-4
4913	Isopora palifera	D1-4
4914	Isopora palifera	D1-4
4915	Isopora palifera	D1-4
4916	Isopora palifera	D1-4
4917	Isopora palifera	D1-4
4918	Isopora palifera	D1-4
4919	Isopora palifera	D1-4
4920	Isopora palifera	D1-4
4921	Isopora palifera	D1-4
4922	Isopora palifera	D1-4
4923	Leptastrea pruinosa	C1
4924	Leptastrea pruinosa	C3h
4925	Leptastrea pruinosa	C3u
4926	Leptastrea pruinosa	D1-4
4927	Leptastrea pruinosa	D1-4
4928	Leptastrea pruinosa	D1-4
4929	Leptastrea pruinosa	D1-4
4930	Leptastrea purpurea	C1
4931	Leptastrea purpurea	C1
4932	Leptastrea purpurea	C1
4933	Leptastrea purpurea	C1
4934	Leptastrea purpurea	C1
4935	Leptastrea purpurea	C1
4936	Leptastrea purpurea	C1
4937	Leptastrea purpurea	C1
4938	Leptastrea purpurea	C1
4939	Leptastrea purpurea	C1
4940	Leptastrea purpurea	C1
4941	Leptastrea purpurea	C1
4942	Leptastrea purpurea	C1
4943	Leptastrea purpurea	C1
4944	Leptastrea purpurea	C1
4945	Leptastrea purpurea	C1
4946	Leptastrea purpurea	C1
4947	Leptastrea purpurea	C1
4948	Leptastrea purpurea	C1
4949	Leptastrea purpurea	C1.1
4950	Leptastrea purpurea	C1.12
4951	Leptastrea purpurea	C1.12
4952	Leptastrea purpurea	C1.13
4953	Leptastrea purpurea	C1.15
4954	Leptastrea purpurea	C1.20
4955	Leptastrea purpurea	C1.20
4956	Leptastrea purpurea	C1.20
4957	Leptastrea purpurea	C1.20
4958	Leptastrea purpurea	C1.22
4959	Leptastrea purpurea	C1b
4960	Leptastrea purpurea	C1b
4961	Leptastrea purpurea	C1b
4962	Leptastrea purpurea	C1b-s
4963	Leptastrea purpurea	C1f
4964	Leptastrea purpurea	C1f
4965	Leptastrea purpurea	C1f
4966	Leptastrea purpurea	C1f
4967	Leptastrea purpurea	C1f
4968	Leptastrea purpurea	C1f
4969	Leptastrea purpurea	C21
4970	Leptastrea purpurea	C3
4971	Leptastrea purpurea	C3
4972	Leptastrea purpurea	C3
4973	Leptastrea purpurea	C45
4974	Leptastrea purpurea	D1
4975	Leptastrea purpurea	D1-4
4976	Leptastrea transversa	C1
4977	Leptastrea transversa	C1
4978	Leptastrea transversa	C21
4979	Leptastrea transversa	C21
4980	Leptastrea transversa	C21.17
4981	Leptastrea transversa	C21.17
4982	Leptastrea transversa	C3
4983	Leptastrea transversa	C3b
4984	Leptastrea transversa	D1
4985	Leptastrea transversa	D1
4986	Leptastrea transversa	D1
4987	Leptastrea transversa	D1
4988	Leptastrea transversa	D1
4989	Leptastrea transversa	D1
4990	Leptastrea transversa	D1
4991	Leptastrea transversa	D1
4992	Leptastrea transversa	D1
4993	Leptastrea transversa	D1
4994	Leptastrea transversa	D1
4995	Leptastrea transversa	D1.PG
4996	Leptastrea transversa	D1.PG
4997	Leptastrea transversa	D1.PG
4998	Leptastrea transversa	D1.PG
4999	Leptastrea transversa	D1.PG
5000	Leptoria phrygia	C1
5001	Leptoria phrygia	C101
5002	Leptoria phrygia	C3
5003	Leptoria phrygia	C3
5004	Leptoria phrygia	C3
5005	Leptoria phrygia	C3
5006	Leptoria phrygia	C3
5007	Leptoria phrygia	C3
5008	Leptoria phrygia	C3
5009	Leptoria phrygia	C3
5010	Leptoria phrygia	C3
5011	Leptoria phrygia	C36
5012	Leptoria phrygia	C3u
5013	Leptoria phrygia	C3u
5014	Leptoria phrygia	C3z
5015	Leptoria phrygia	C3z
5016	Leptoria phrygia	D1-4
5017	Leptoria phrygia	D1-4
5018	Leptoria phrygia	D1-4
5019	Leptoria phrygia	D1-4
5020	Leptoria phrygia	DOli11
5021	Leptoseris cucullata	C.N8
5022	Leptoseris cucullata	C.N8
5023	Leptoseris cucullata	C.N8
5024	Leptoseris cucullata	C.N8
5025	Leptoseris cucullata	C.N8
5026	Leptoseris cucullata	C.N8
5027	Leptoseris cucullata	C.N8
5028	Leptoseris cucullata	C.N8
5029	Leptoseris cucullata	C.N8
5030	Leptoseris cucullata	C.N8
5031	Leptoseris cucullata	C.N8
5032	Leptoseris cucullata	C.N8
5033	Leptoseris cucullata	C.N8
5034	Leptoseris cucullata	C.N8
5035	Leptoseris cucullata	C.N8
5036	Leptoseris cucullata	C.N8
5037	Leptoseris cucullata	C3
5038	Leptoseris cucullata	C3
5039	Leptoseris cucullata	C3
5040	Leptoseris cucullata	C3
5041	Leptoseris cucullata	C3
5042	Leptoseris cucullata	C3
5043	Leptoseris cucullata	C3
5044	Leptoseris cucullata	C3
5045	Leptoseris cucullata	C3
5046	Leptoseris cucullata	C3
5047	Leptoseris cucullata	C3
5048	Leptoseris cucullata	C3
5049	Leptoseris cucullata	C3
5050	Leptoseris cucullata	C3
5051	Leptoseris cucullata	C3
5052	Leptoseris cucullata	C3
5053	Leptoseris cucullata	C3
5054	Leptoseris cucullata	C3
5055	Leptoseris cucullata	C3
5056	Leptoseris cucullata	C3
5057	Leptoseris cucullata	C3
5058	Leptoseris cucullata	C3
5059	Leptoseris cucullata	C3
5060	Leptoseris cucullata	CN8
5061	Leptoseris cucullata	CN8
5062	Leptoseris cucullata	CN8
5063	Leptoseris cucullata	CN8
5064	Leptoseris cucullata	CN8
5065	Leptoseris cucullata	CN8
5066	Leptoseris cucullata	CN8
5067	Leptoseris cucullata	CN8
5068	Leptoseris cucullata	CN8
5069	Leptoseris cucullata	CN8
5070	Leptoseris cucullata	CN8
5071	Leptoseris cucullata	CN8
5072	Leptoseris cucullata	CN8
5073	Leptoseris cucullata	CN8
5074	Leptoseris cucullata	CN8
5075	Leptoseris cucullata	CN8
5076	Leptoseris papyracea	C1
5077	Leptoseris papyracea	C1
5078	Leptoseris papyracea	C1
5079	Leptoseris papyracea	C1
5080	Leptoseris papyracea	C1
5081	Leptoseris papyracea	C1
5082	Leptoseris papyracea	C1v18
5083	Leptoseris papyracea	C1v18
5084	Leptoseris papyracea	C1v1b
5085	Leptoseris papyracea	C1v1b
5086	Leptoseris papyracea	C1v1b
5087	Leptoseris papyracea	C1v1b
5088	Leptoseris papyracea	C1v1c
5089	Leptoseris papyracea	C1v3
5090	Leptoseris papyracea	C1v3
5091	Leptoseris papyracea	C1v3
5092	Leptoseris papyracea	C1v3
5093	Leptoseris papyracea	C1v8
5094	Leptoseris papyracea	C1v8
5095	Leptoseris papyracea	C1v8
5096	Leptoseris papyracea	C1v8
5097	Leptoseris yabei	C1
5098	Leptoseris yabei	C3h
5099	Leptoseris yabei	D1-4
5100	Leptoseris yabei	D1-4
5101	Leptoseris yabei	D1-4
5102	Leptoseris yabei	D1-4
5103	Leptoseris yabei	D1-4
5104	Lithophyllon concinna	C1
5105	Lithophyllon concinna	C1
5106	Lithophyllon concinna	C1
5107	Lithophyllon concinna	C1
5108	Lithophyllon concinna	C1
5109	Lithophyllon concinna	C1.1
5110	Lithophyllon concinna	C1.11
5111	Lithophyllon concinna	C1.13
5112	Lithophyllon concinna	C1.15
5113	Lithophyllon concinna	C1.16
5114	Lithophyllon concinna	C1.20
5115	Lithophyllon concinna	C1.20
5116	Lithophyllon concinna	C1.8
5117	Lithophyllon concinna	C1b
5118	Lithophyllon concinna	C1b
5119	Lithophyllon concinna	C3.22
5120	Lobactis scutaria	C1
5121	Lobactis scutaria	C1
5122	Lobactis scutaria	C1
5123	Lobactis scutaria	C1
5124	Lobactis scutaria	C1
5125	Lobactis scutaria	C1
5126	Lobactis scutaria	C1
5127	Lobactis scutaria	C1
5128	Lobactis scutaria	C1
5129	Lobactis scutaria	C1
5130	Lobactis scutaria	C1
5131	Lobactis scutaria	C1
5132	Lobactis scutaria	C1
5133	Lobactis scutaria	C1
5134	Lobactis scutaria	C1
5135	Lobactis scutaria	C1
5136	Lobactis scutaria	C1
5137	Lobactis scutaria	C1
5138	Lobactis scutaria	C1
5139	Lobactis scutaria	C1
5140	Lobactis scutaria	C1
5141	Lobactis scutaria	C1
5142	Lobactis scutaria	c1.6
5143	Lobactis scutaria	C1.6
5144	Lobactis scutaria	C1.6
5145	Lobactis scutaria	C1.6
5146	Lobactis scutaria	C1.7
5147	Lobactis scutaria	C1.8
5148	Lobactis scutaria	C1a.1
5149	Lobactis scutaria	C1a.1
5150	Lobactis scutaria	C1ca
5151	Lobactis scutaria	C1ca
5152	Lobactis scutaria	C1ca
5153	Lobactis scutaria	C1ca
5154	Lobactis scutaria	C1ca
5155	Lobactis scutaria	C1ca
5156	Lobactis scutaria	C1ca
5157	Lobactis scutaria	C1ca
5158	Lobactis scutaria	C1ca
5159	Lobactis scutaria	C1ca
5160	Lobactis scutaria	C1ca
5161	Lobactis scutaria	C1ca
5162	Lobactis scutaria	C1ca
5163	Lobactis scutaria	C1ca
5164	Lobactis scutaria	C1ca
5165	Lobactis scutaria	C1ca
5166	Lobactis scutaria	C1ca
5167	Lobactis scutaria	C1ca
5168	Lobactis scutaria	C1ca
5169	Lobactis scutaria	C1ca
5170	Lobactis scutaria	C1f
5171	Lobactis scutaria	C1f
5172	Lobactis scutaria	C1f
5173	Lobactis scutaria	C1f
5174	Lobactis scutaria	C1f
5175	Lobactis scutaria	C1f
5176	Lobactis scutaria	C1f
5177	Lobactis scutaria	C1f
5178	Lobactis scutaria	C1f
5179	Lobactis scutaria	C1f
5180	Lobactis scutaria	C1f
5181	Lobactis scutaria	C1f
5182	Lobactis scutaria	C1f
5183	Lobactis scutaria	C3
5184	Lobactis scutaria	C3
5185	Lobactis scutaria	C3
5186	Lobactis scutaria	C3
5187	Lobactis scutaria	C3
5188	Lobactis scutaria	C3
5189	Lobactis scutaria	C3.2
5190	Lobophyllia corymbosa	C21
5191	Lobophyllia corymbosa	C21
5192	Lobophyllia corymbosa	C21
5193	Lobophyllia corymbosa	C21
5194	Lobophyllia corymbosa	C21
5195	Lobophyllia corymbosa	C22a
5196	Lobophyllia corymbosa	C3
5197	Lobophyllia corymbosa	C3
5198	Lobophyllia corymbosa	C3
5199	Lobophyllia corymbosa	C3
5200	Lobophyllia corymbosa	C3
5201	Lobophyllia corymbosa	C3
5202	Lobophyllia corymbosa	C3
5203	Lobophyllia corymbosa	C3
5204	Lobophyllia corymbosa	C3
5205	Lobophyllia corymbosa	C3
5206	Lobophyllia corymbosa	C3
5207	Lobophyllia corymbosa	C3
5208	Lobophyllia corymbosa	C3
5209	Lobophyllia corymbosa	C3
5210	Lobophyllia corymbosa	C3
5211	Lobophyllia hemprichii	C1
5212	Lobophyllia hemprichii	C3
5213	Lobophyllia hemprichii	C3
5214	Lobophyllia hemprichii	C3h
5215	Lobophyllia hemprichii	C3h
5216	Lobophyllia hemprichii	C3h-a
5217	Lobophyllia hemprichii	C3u
5218	Lobophyllia hemprichii	C3u
5219	Lobophyllia hemprichii	C3u
5220	Lobophyllia hemprichii	C3u
5221	Lobophyllia hemprichii	C3u
5222	Lobophyllia hemprichii	C3u
5223	Lobophyllia hemprichii	C3u
5224	Lobophyllia hemprichii	C3u
5225	Lobophyllia hemprichii	C40
5226	Lobophyllia hemprichii	C40
5227	Lobophyllia hemprichii	C40
5228	Lobophyllia hemprichii	D1-4
5229	Lobophyllia hemprichii	D1-4
5230	Lobophyllia hemprichii	D1-4
5231	Lobophyllia robusta	C21a
5232	Madracis decactis	B7
5233	Madracis decactis	B7
5234	Madracis decactis	B7
5235	Madracis decactis	B7
5236	Madracis decactis	B7
5237	Madracis decactis	B7
5238	Madracis decactis	B7
5239	Madracis decactis	B7
5240	Madracis decactis	B7
5241	Madracis decactis	B7
5242	Madracis decactis	B7
5243	Madracis decactis	B7
5244	Madracis decactis	B7
5245	Madracis decactis	B7
5246	Madracis decactis	B7
5247	Madracis decactis	B7
5248	Madracis decactis	B7
5249	Madracis decactis	B7
5250	Madracis decactis	B7
5251	Madracis decactis	B7
5252	Madracis decactis	B7
5253	Madracis decactis	B7
5254	Madracis decactis	B7
5255	Madracis decactis	B7
5256	Madracis decactis	B7
5257	Madracis decactis	B7
5258	Madracis decactis	B7
5259	Madracis decactis	B7
5260	Madracis decactis	B7
5261	Madracis decactis	B7
5262	Madracis decactis	B7
5263	Madracis decactis	B7
5264	Madracis decactis	B7
5265	Madracis decactis	B7
5266	Madracis decactis	B7
5267	Madracis decactis	B7
5268	Madracis decactis	B7
5269	Madracis decactis	B7
5270	Madracis decactis	B7
5271	Madracis decactis	B7
5272	Madracis decactis	B7
5273	Madracis decactis	B7
5274	Madracis decactis	B7
5275	Madracis decactis	B7
5276	Madracis decactis	B7
5277	Madracis decactis	B7
5278	Madracis formosa	B1
5279	Madracis formosa	B15
5280	Madracis formosa	B15
5281	Madracis formosa	B15
5282	Madracis formosa	B15
5283	Madracis formosa	B15
5284	Madracis formosa	B15
5285	Madracis formosa	B15
5286	Madracis formosa	B15
5287	Madracis formosa	B15
5288	Madracis formosa	B15
5289	Madracis formosa	B15
5290	Madracis formosa	B15
5291	Madracis formosa	B15
5292	Madracis formosa	B15
5293	Madracis formosa	B15
5294	Madracis formosa	B15
5295	Madracis formosa	B15
5296	Madracis formosa	B15
5297	Madracis formosa	B15
5298	Madracis formosa	B7
5299	Madracis formosa	B7
5300	Madracis formosa	B7
5301	Madracis formosa	B7
5302	Madracis formosa	B7
5303	Madracis formosa	B7
5304	Madracis formosa	B7
5305	Madracis formosa	B7
5306	Madracis formosa	B7
5307	Madracis formosa	B7
5308	Madracis formosa	B7
5309	Madracis formosa	B7
5310	Madracis formosa	B7
5311	Madracis formosa	B7
5312	Madracis formosa	B7
5313	Madracis formosa	B7
5314	Madracis formosa	B7
5315	Madracis formosa	B7
5316	Madracis formosa	B7
5317	Madracis formosa	B7
5318	Madracis formosa	B7
5319	Madracis formosa	B7
5320	Madracis formosa	B7
5321	Madracis formosa	B7
5322	Madracis formosa	B7
5323	Madracis formosa	B7
5324	Madracis formosa	B7
5325	Madracis formosa	B7
5326	Madracis formosa	B7/B15
5327	Madracis formosa	B7/B15
5328	Madracis formosa	B7/B15
5329	Madracis formosa	B7/B15
5330	Madracis myriaster	B13
5331	Madracis myriaster	B13
5332	Madracis myriaster	B13
5333	Madracis myriaster	B13
5334	Madracis myriaster	B13
5335	Madracis myriaster	B13
5336	Madracis myriaster	B13
5337	Madracis myriaster	B13
5338	Madracis myriaster	B13
5339	Madracis myriaster	B13
5340	Madracis myriaster	B13
5341	Madracis myriaster	B13
5342	Madracis myriaster	B13
5343	Madracis myriaster	B13
5344	Madracis myriaster	B13
5345	Madracis myriaster	B13
5346	Madracis myriaster	B13
5347	Madracis myriaster	B13
5348	Madracis myriaster	B13
5349	Madracis myriaster	B13
5350	Madracis myriaster	B13
5351	Madracis myriaster	B13
5352	Madracis myriaster	B13
5353	Madracis myriaster	B13
5354	Madracis myriaster	B13
5355	Madracis myriaster	B13
5356	Madracis myriaster	B13
5357	Madracis myriaster	B13
5358	Madracis myriaster	B13
5359	Madracis myriaster	B13
5360	Madracis myriaster	B13
5361	Madracis myriaster	B13
5362	Madracis myriaster	B13
5363	Madracis myriaster	B13
5364	Madracis myriaster	B13
5365	Madracis myriaster	B13
5366	Madracis myriaster	B13
5367	Madracis myriaster	B13
5368	Madracis myriaster	B13
5369	Madracis myriaster	B13
5370	Madracis myriaster	B13
5371	Madracis myriaster	B13
5372	Madracis myriaster	B13
5373	Madracis myriaster	B13
5374	Madracis myriaster	B13
5375	Madracis myriaster	B13
5376	Madracis myriaster	B13
5377	Madracis myriaster	B13
5378	Madracis myriaster	B13
5379	Madracis myriaster	B13
5380	Madracis myriaster	B13
5381	Madracis myriaster	B13
5382	Madracis myriaster	B13
5383	Madracis myriaster	B13
5384	Madracis myriaster	B13
5385	Madracis myriaster	B13
5386	Madracis myriaster	B13
5387	Madracis myriaster	B13
5388	Madracis myriaster	B13
5389	Madracis myriaster	B13
5390	Madracis myriaster	B13
5391	Madracis myriaster	B13
5392	Madracis myriaster	B13
5393	Madracis myriaster	B13
5394	Madracis myriaster	B13
5395	Madracis myriaster	B13
5396	Madracis myriaster	B13
5397	Madracis myriaster	B13
5398	Madracis myriaster	B13
5399	Madracis myriaster	B13
5400	Madracis myriaster	B13
5401	Madracis myriaster	B13
5402	Madracis myriaster	B13
5403	Madracis myriaster	B13
5404	Madracis myriaster	B13
5405	Madracis myriaster	B7
5406	Madracis myriaster	B7
5407	Madracis myriaster	B7
5408	Madracis myriaster	B7
5409	Madracis myriaster	B7
5410	Madracis myriaster	B7
5411	Madracis myriaster	B7
5412	Madracis myriaster	B7
5413	Madracis myriaster	B7
5414	Madracis myriaster	B7
5415	Madracis myriaster	B7
5416	Madracis myriaster	B7
5417	Madracis myriaster	B7
5418	Madracis myriaster	B7
5419	Madracis myriaster	B7
5420	Madracis myriaster	B7
5421	Madracis myriaster	B7
5422	Madracis myriaster	B7
5423	Madracis myriaster	B7
5424	Madracis myriaster	B7
5425	Madracis myriaster	B7
5426	Madracis myriaster	B7
5427	Madracis myriaster	B7
